,ӫ~(),ӫ~W(W),(gO),HO,ejHR,ejH,eQjHR,eQjH,RP
2026/09/11,BRF    ,Sof,202611  ,0,135,51,139,82,139
2026/09/11,BRF    ,Sof,202611  ,1,0,0,0,0,139
2026/09/11,BRF    ,Sof,999999  ,0,142,53,152,86,152
2026/09/11,BRF    ,Sof,999999  ,1,0,0,0,0,152
2026/09/11,BTF    ,OWͧ޴f,202609  ,0,3,3,3,3,3
2026/09/11,BTF    ,OWͧ޴f,202609  ,1,0,0,0,0,3
2026/09/11,BTF    ,OWͧ޴f,999999  ,0,4,4,4,4,4
2026/09/11,BTF    ,OWͧ޴f,999999  ,1,0,0,0,0,4
2026/09/11,CA     ,nȴf,202609  ,0,2371,4370,2864,5713,6146
2026/09/11,CA     ,nȴf,202609  ,1,1631,4370,1736,5713,6146
2026/09/11,CA     ,nȴf,999999  ,0,3058,6263,3970,8089,9237
2026/09/11,CA     ,nȴf,999999  ,1,2458,6263,2857,8089,9237
2026/09/11,CB     ,f,202609  ,0,1156,2441,1530,2705,2758
2026/09/11,CB     ,f,202609  ,1,106,2139,256,2403,2758
2026/09/11,CB     ,f,999999  ,0,1584,3076,2042,3524,3696
2026/09/11,CB     ,f,999999  ,1,0,2774,190,3222,3696
2026/09/11,CC     ,pqf,202609  ,0,17533,37424,23871,44178,51628
2026/09/11,CC     ,pqf,202609  ,1,0,37424,0,44178,51628
2026/09/11,CC     ,pqf,999999  ,0,28335,57822,42875,79932,100094
2026/09/11,CC     ,pqf,999999  ,1,0,57822,2860,79932,100094
2026/09/11,CD     ,xnqf,202609  ,0,5054,7346,6782,10920,15320
2026/09/11,CD     ,xnqf,202609  ,1,3001,7346,3806,10920,15320
2026/09/11,CD     ,xnqf,999999  ,0,12776,12279,15060,19022,32407
2026/09/11,CD     ,xnqf,999999  ,1,9741,12279,10830,19022,32407
2026/09/11,CE     ,If,202609  ,0,1720,1671,1901,1987,2057
2026/09/11,CE     ,If,202609  ,1,1460,1671,1556,1899,2057
2026/09/11,CE     ,If,999999  ,0,1920,1937,2138,2283,2401
2026/09/11,CE     ,If,999999  ,1,1660,1937,1768,2195,2401
2026/09/11,CF     ,xf,202609  ,0,1611,2224,1865,2552,2690
2026/09/11,CF     ,xf,202609  ,1,968,2224,968,2552,2690
2026/09/11,CF     ,xf,999999  ,0,2328,3791,3000,4307,4599
2026/09/11,CF     ,xf,999999  ,1,948,3791,1067,4307,4599
2026/09/11,CG     ,_f,202609  ,0,2819,2823,3093,3931,4907
2026/09/11,CG     ,_f,202609  ,1,2277,2118,2328,3075,4907
2026/09/11,CG     ,_f,999999  ,0,3808,3431,4837,5231,8884
2026/09/11,CG     ,_f,999999  ,1,3188,2226,3837,2226,8884
2026/09/11,CH     ,͹Ff,202609  ,0,8249,12949,10223,16966,19581
2026/09/11,CH     ,͹Ff,202609  ,1,5567,12949,6794,16572,19581
2026/09/11,CH     ,͹Ff,999999  ,0,10339,27323,13719,31598,34855
2026/09/11,CH     ,͹Ff,999999  ,1,7384,27323,9626,30687,34855
2026/09/11,CJ     ,ثnf,202609  ,0,518,603,588,617,773
2026/09/11,CJ     ,ثnf,202609  ,1,518,422,565,429,773
2026/09/11,CJ     ,ثnf,999999  ,0,651,740,768,809,821
2026/09/11,CJ     ,ثnf,999999  ,1,581,559,688,618,821
2026/09/11,CK     ,f,202609  ,0,1329,1436,1519,1735,1948
2026/09/11,CK     ,f,202609  ,1,1329,1436,1385,1735,1948
2026/09/11,CK     ,f,999999  ,0,1425,1539,1708,1962,2310
2026/09/11,CK     ,f,999999  ,1,1425,1403,1567,1826,2310
2026/09/11,CL     ,תf,202609  ,0,443,510,538,612,624
2026/09/11,CL     ,תf,202609  ,1,239,510,292,593,624
2026/09/11,CL     ,תf,999999  ,0,513,534,619,704,740
2026/09/11,CL     ,תf,999999  ,1,309,534,373,648,740
2026/09/11,CM     ,xssf,202609  ,0,1023,1296,1251,1608,2387
2026/09/11,CM     ,xssf,202609  ,1,112,1296,169,1559,2387
2026/09/11,CM     ,xssf,999999  ,0,1721,1894,2164,2401,2974
2026/09/11,CM     ,xssf,999999  ,1,157,1894,214,2331,2974
2026/09/11,CN     ,Hf,202609  ,0,1451,1768,1694,1946,1980
2026/09/11,CN     ,Hf,202609  ,1,1372,1768,1577,1933,1980
2026/09/11,CN     ,Hf,999999  ,0,1552,1921,1795,2132,2232
2026/09/11,CN     ,Hf,999999  ,1,1469,1921,1674,2132,2232
2026/09/11,CQ     ,Τ@f,202609  ,0,512,537,577,605,610
2026/09/11,CQ     ,Τ@f,202609  ,1,512,537,552,600,610
2026/09/11,CQ     ,Τ@f,999999  ,0,529,565,594,633,638
2026/09/11,CQ     ,Τ@f,999999  ,1,529,565,569,628,638
2026/09/11,CR     ,Fsf,202609  ,0,253,903,390,956,961
2026/09/11,CR     ,Fsf,202609  ,1,109,903,166,944,961
2026/09/11,CR     ,Fsf,999999  ,0,253,994,413,1067,1080
2026/09/11,CR     ,Fsf,999999  ,1,109,994,149,1063,1080
2026/09/11,CS     ,طsf,202609  ,0,958,2077,1292,2461,2704
2026/09/11,CS     ,طsf,202609  ,1,376,2077,501,2461,2704
2026/09/11,CS     ,طsf,999999  ,0,1556,3035,2008,3503,3828
2026/09/11,CS     ,طsf,999999  ,1,430,3035,582,3503,3828
2026/09/11,CU     ,f,202609  ,0,116,124,143,156,159
2026/09/11,CU     ,f,202609  ,1,0,110,9,133,159
2026/09/11,CU     ,f,999999  ,0,119,136,147,168,171
2026/09/11,CU     ,f,999999  ,1,0,113,5,136,171
2026/09/11,CW     ,Υ@Ff,202609  ,0,159,338,219,356,359
2026/09/11,CW     ,Υ@Ff,202609  ,1,67,124,67,136,359
2026/09/11,CW     ,Υ@Ff,999999  ,0,351,575,426,617,636
2026/09/11,CW     ,Υ@Ff,999999  ,1,56,375,72,398,636
2026/09/11,CX     ,jPf,202609  ,0,553,829,619,883,884
2026/09/11,CX     ,jPf,202609  ,1,152,829,169,879,884
2026/09/11,CX     ,jPf,999999  ,0,762,1327,914,1383,1386
2026/09/11,CX     ,jPf,999999  ,1,227,1327,294,1381,1386
2026/09/11,CY     ,nȬf,202609  ,0,2624,4158,3641,6054,7175
2026/09/11,CY     ,nȬf,202609  ,1,1417,4158,1558,5770,7175
2026/09/11,CY     ,nȬf,999999  ,0,3071,5954,4388,8848,11384
2026/09/11,CY     ,nȬf,999999  ,1,1709,5954,1961,8848,11384
2026/09/11,CZ     ,af,202609  ,0,2445,5432,3149,5568,5629
2026/09/11,CZ     ,af,202609  ,1,1588,5432,1738,5568,5629
2026/09/11,CZ     ,af,999999  ,0,2757,7404,3736,7657,7776
2026/09/11,CZ     ,af,999999  ,1,1640,7404,1790,7657,7776
2026/09/11,DA     ,f,202609  ,0,4176,5646,4553,6506,6779
2026/09/11,DA     ,f,202609  ,1,706,5646,786,6506,6779
2026/09/11,DA     ,f,999999  ,0,4461,5878,4890,7220,7681
2026/09/11,DA     ,f,999999  ,1,752,5878,857,7220,7681
2026/09/11,DB     ,دf,202609  ,0,634,1200,843,1326,1391
2026/09/11,DB     ,دf,202609  ,1,310,1200,354,1293,1391
2026/09/11,DB     ,دf,999999  ,0,678,1309,896,1466,1548
2026/09/11,DB     ,دf,999999  ,1,339,1309,383,1433,1548
2026/09/11,DC     ,ȴf,202609  ,0,161,172,185,194,211
2026/09/11,DC     ,ȴf,202609  ,1,95,154,107,167,211
2026/09/11,DC     ,ȴf,999999  ,0,169,186,202,215,221
2026/09/11,DC     ,ȴf,999999  ,1,113,168,125,182,221
2026/09/11,DE     ,תf,202609  ,0,336,318,363,388,441
2026/09/11,DE     ,תf,202609  ,1,328,104,328,148,441
2026/09/11,DE     ,תf,999999  ,0,407,397,456,487,515
2026/09/11,DE     ,תf,999999  ,1,374,145,374,185,515
2026/09/11,DF     ,xdf,202609  ,0,912,2804,1362,2931,2967
2026/09/11,DF     ,xdf,202609  ,1,190,2804,399,2931,2967
2026/09/11,DF     ,xdf,999999  ,0,1547,4055,2323,4538,4978
2026/09/11,DF     ,xdf,999999  ,1,376,4055,695,4538,4978
2026/09/11,DG     ,xƴf,202609  ,0,1093,2162,1315,2282,2374
2026/09/11,DG     ,xƴf,202609  ,1,563,2162,563,2282,2374
2026/09/11,DG     ,xƴf,999999  ,0,1410,2761,1740,3045,3204
2026/09/11,DG     ,xƴf,999999  ,1,610,2761,610,3045,3204
2026/09/11,DH     ,Ef,202609  ,0,7469,10730,8278,11751,12523
2026/09/11,DH     ,Ef,202609  ,1,7469,10730,7753,11751,12523
2026/09/11,DH     ,Ef,999999  ,0,15959,22468,17613,24332,26062
2026/09/11,DH     ,Ef,999999  ,1,15566,22468,16304,24332,26062
2026/09/11,DI     ,f,202609  ,0,1320,3295,1728,3870,4333
2026/09/11,DI     ,f,202609  ,1,543,3295,543,3870,4333
2026/09/11,DI     ,f,999999  ,0,2885,5882,3635,6830,7764
2026/09/11,DI     ,f,999999  ,1,2258,5882,2258,6830,7764
2026/09/11,DJ     ,غӴf,202609  ,0,333,296,426,422,529
2026/09/11,DJ     ,غӴf,202609  ,1,97,296,133,372,529
2026/09/11,DJ     ,غӴf,999999  ,0,340,326,433,465,575
2026/09/11,DJ     ,غӴf,999999  ,1,104,326,140,415,575
2026/09/11,DK     ,sFf,202609  ,0,2614,3830,3162,3949,3977
2026/09/11,DK     ,sFf,202609  ,1,2614,3830,3132,3949,3977
2026/09/11,DK     ,sFf,999999  ,0,3426,5238,4126,5388,5480
2026/09/11,DK     ,sFf,999999  ,1,3426,5238,4126,5388,5480
2026/09/11,DL     ,عqf,202609  ,0,179,224,251,276,317
2026/09/11,DL     ,عqf,202609  ,1,105,224,122,243,317
2026/09/11,DL     ,عqf,999999  ,0,201,240,308,350,418
2026/09/11,DL     ,عqf,999999  ,1,76,240,124,317,418
2026/09/11,DN     ,ɤsf,202609  ,0,1080,845,1205,1120,1362
2026/09/11,DN     ,ɤsf,202609  ,1,882,845,967,1015,1362
2026/09/11,DN     ,ɤsf,999999  ,0,1213,1049,1478,1508,1900
2026/09/11,DN     ,ɤsf,999999  ,1,964,1049,1089,1403,1900
2026/09/11,DO     ,jf,202609  ,0,408,481,470,523,666
2026/09/11,DO     ,jf,202609  ,1,383,448,397,465,666
2026/09/11,DO     ,jf,999999  ,0,488,564,569,655,701
2026/09/11,DO     ,jf,999999  ,1,435,564,457,573,701
2026/09/11,DP     ,Ĥ@f,202609  ,0,611,603,651,646,655
2026/09/11,DP     ,Ĥ@f,202609  ,1,611,216,638,259,655
2026/09/11,DP     ,Ĥ@f,999999  ,0,611,682,703,726,736
2026/09/11,DP     ,Ĥ@f,999999  ,1,611,295,638,339,736
2026/09/11,DQ     ,sдf,202609  ,0,8706,18577,10743,20972,21879
2026/09/11,DQ     ,sдf,202609  ,1,7629,18577,9316,20326,21879
2026/09/11,DQ     ,sдf,999999  ,0,10747,25543,14365,29014,33713
2026/09/11,DQ     ,sдf,999999  ,1,9670,25543,13288,27768,33713
2026/09/11,DS     ,ִf,202609  ,0,1654,2880,2061,3017,3041
2026/09/11,DS     ,ִf,202609  ,1,1654,2595,1872,2718,3041
2026/09/11,DS     ,ִf,999999  ,0,2016,3818,2459,4084,4156
2026/09/11,DS     ,ִf,999999  ,1,2016,3533,2259,3799,4156
2026/09/11,DV     ,pof,202609  ,0,555,1193,826,1640,1872
2026/09/11,DV     ,pof,202609  ,1,202,1193,202,1640,1872
2026/09/11,DV     ,pof,999999  ,0,1826,3295,2622,4135,4656
2026/09/11,DV     ,pof,999999  ,1,281,3295,686,4135,4656
2026/09/11,DW     ,f,202609  ,0,675,766,736,807,813
2026/09/11,DW     ,f,202609  ,1,0,766,8,787,813
2026/09/11,DW     ,f,999999  ,0,934,1005,1020,1116,1149
2026/09/11,DW     ,f,999999  ,1,0,1005,0,1105,1149
2026/09/11,DX     ,nдf,202609  ,0,8205,8350,8753,10898,11719
2026/09/11,DX     ,nдf,202609  ,1,1625,8350,1709,10898,11719
2026/09/11,DX     ,nдf,999999  ,0,8744,10047,9577,13180,14563
2026/09/11,DX     ,nдf,999999  ,1,1487,10047,1648,13180,14563
2026/09/11,DY     ,Ȫdf,202609  ,0,308,359,398,430,447
2026/09/11,DY     ,Ȫdf,202609  ,1,209,359,262,387,447
2026/09/11,DY     ,Ȫdf,999999  ,0,333,374,423,455,487
2026/09/11,DY     ,Ȫdf,999999  ,1,220,374,273,424,487
2026/09/11,DZ     ,jf,202609  ,0,43,42,48,49,49
2026/09/11,DZ     ,jf,202609  ,1,33,9,33,15,49
2026/09/11,DZ     ,jf,999999  ,0,45,44,51,52,53
2026/09/11,DZ     ,jf,999999  ,1,33,11,33,19,53
2026/09/11,E4F    ,OWf,202609  ,0,41,41,41,41,41
2026/09/11,E4F    ,OWf,202609  ,1,0,0,0,0,41
2026/09/11,E4F    ,OWf,999999  ,0,41,41,41,41,41
2026/09/11,E4F    ,OWf,999999  ,1,0,0,0,0,41
2026/09/11,EE     ,f,202609  ,0,870,1523,1075,1558,1565
2026/09/11,EE     ,f,202609  ,1,57,1523,166,1553,1565
2026/09/11,EE     ,f,999999  ,0,952,2136,1335,2182,2206
2026/09/11,EE     ,f,999999  ,1,229,2136,460,2182,2206
2026/09/11,EG     ,ۤƴf,202609  ,0,472,812,601,990,1012
2026/09/11,EG     ,ۤƴf,202609  ,1,42,812,82,960,1012
2026/09/11,EG     ,ۤƴf,999999  ,0,580,1120,766,1312,1366
2026/09/11,EG     ,ۤƴf,999999  ,1,0,1120,82,1282,1366
2026/09/11,EH     ,Ff,202609  ,0,228,607,322,607,607
2026/09/11,EH     ,Ff,202609  ,1,131,606,188,606,607
2026/09/11,EH     ,Ff,999999  ,0,249,705,349,719,719
2026/09/11,EH     ,Ff,999999  ,1,108,705,170,712,719
2026/09/11,EK     ,nf,202609  ,0,183,198,218,248,260
2026/09/11,EK     ,nf,202609  ,1,21,198,21,237,260
2026/09/11,EK     ,nf,999999  ,0,203,245,261,311,332
2026/09/11,EK     ,nf,999999  ,1,21,245,21,300,332
2026/09/11,EM     ,Ff,202609  ,0,586,1328,823,1364,1367
2026/09/11,EM     ,Ff,202609  ,1,407,1328,444,1361,1367
2026/09/11,EM     ,Ff,999999  ,0,666,1615,945,1674,1685
2026/09/11,EM     ,Ff,999999  ,1,561,1615,561,1674,1685
2026/09/11,EO     ,f,202609  ,0,8,7,11,11,11
2026/09/11,EO     ,f,202609  ,1,3,7,4,10,11
2026/09/11,EO     ,f,999999  ,0,15,16,20,21,23
2026/09/11,EO     ,f,999999  ,1,7,16,9,20,23
2026/09/11,EP     ,ȼw-KYf,202609  ,0,30,32,35,38,38
2026/09/11,EP     ,ȼw-KYf,202609  ,1,23,32,23,35,38
2026/09/11,EP     ,ȼw-KYf,999999  ,0,42,41,52,53,58
2026/09/11,EP     ,ȼw-KYf,999999  ,1,22,37,23,49,58
2026/09/11,EY     ,ִf,202609  ,0,210,600,292,629,631
2026/09/11,EY     ,ִf,202609  ,1,146,600,180,626,631
2026/09/11,EY     ,ִf,999999  ,0,261,707,366,796,814
2026/09/11,EY     ,ִf,999999  ,1,143,707,184,796,814
2026/09/11,EZ     ,xδf,202609  ,0,47,66,64,70,70
2026/09/11,EZ     ,xδf,202609  ,1,5,66,9,69,70
2026/09/11,EZ     ,xδf,999999  ,0,89,98,109,117,117
2026/09/11,EZ     ,xδf,999999  ,1,5,98,9,116,117
2026/09/11,F1F    ,^I100f,202609  ,0,31,33,33,33,33
2026/09/11,F1F    ,^I100f,202609  ,1,19,0,19,0,33
2026/09/11,F1F    ,^I100f,999999  ,0,41,51,49,51,51
2026/09/11,F1F    ,^I100f,999999  ,1,19,11,19,11,51
2026/09/11,FB     ,FMKf,202609  ,0,29,40,37,42,42
2026/09/11,FB     ,FMKf,202609  ,1,5,38,7,39,42
2026/09/11,FB     ,FMKf,999999  ,0,29,48,41,51,51
2026/09/11,FB     ,FMKf,999999  ,1,5,46,5,48,51
2026/09/11,FE     ,jf,202609  ,0,1248,2082,1564,2354,2457
2026/09/11,FE     ,jf,202609  ,1,336,2082,336,2354,2457
2026/09/11,FE     ,jf,999999  ,0,1602,2698,2056,3129,3285
2026/09/11,FE     ,jf,999999  ,1,336,2698,336,3129,3285
2026/09/11,FF     ,Wȴf,202609  ,0,130,277,184,319,334
2026/09/11,FF     ,Wȴf,202609  ,1,110,277,119,319,334
2026/09/11,FF     ,Wȴf,999999  ,0,168,340,226,396,425
2026/09/11,FF     ,Wȴf,999999  ,1,148,340,157,396,425
2026/09/11,FG     ,tf,202609  ,0,67,70,84,91,96
2026/09/11,FG     ,tf,202609  ,1,47,70,54,91,96
2026/09/11,FG     ,tf,999999  ,0,82,73,106,108,120
2026/09/11,FG     ,tf,999999  ,1,67,73,70,100,120
2026/09/11,FK     ,sf,202609  ,0,197,364,281,401,412
2026/09/11,FK     ,sf,202609  ,1,60,364,82,401,412
2026/09/11,FK     ,sf,999999  ,0,249,485,363,588,602
2026/09/11,FK     ,sf,999999  ,1,60,485,82,588,602
2026/09/11,FN     ,ζf,202609  ,0,396,1104,560,1108,1108
2026/09/11,FN     ,ζf,202609  ,1,213,1102,248,1103,1108
2026/09/11,FN     ,ζf,999999  ,0,568,1452,798,1627,1681
2026/09/11,FN     ,ζf,999999  ,1,171,1452,213,1559,1681
2026/09/11,FQ     ,_f,202609  ,0,2854,3133,3389,4300,4910
2026/09/11,FQ     ,_f,202609  ,1,1332,3133,1436,4300,4910
2026/09/11,FQ     ,_f,999999  ,0,3455,4446,4323,5739,6683
2026/09/11,FQ     ,_f,999999  ,1,2070,4446,2070,5739,6683
2026/09/11,FR     ,xFqf,202609  ,0,519,1090,717,1542,1735
2026/09/11,FR     ,xFqf,202609  ,1,88,1090,138,1542,1735
2026/09/11,FR     ,xFqf,999999  ,0,2551,3741,3240,4590,5084
2026/09/11,FR     ,xFqf,999999  ,1,544,3741,781,4590,5084
2026/09/11,FS     ,_f,202609  ,0,411,800,506,809,813
2026/09/11,FS     ,_f,202609  ,1,411,800,448,804,813
2026/09/11,FS     ,_f,999999  ,0,945,1774,1173,1790,1798
2026/09/11,FS     ,_f,999999  ,1,945,1774,1140,1787,1798
2026/09/11,FT     ,سqf,202609  ,0,469,1811,721,2095,2387
2026/09/11,FT     ,سqf,202609  ,1,149,1811,208,2065,2387
2026/09/11,FT     ,سqf,999999  ,0,757,2648,1067,3106,3430
2026/09/11,FT     ,سqf,999999  ,1,337,2648,486,3045,3430
2026/09/11,FV     ,^f,202609  ,0,88,101,107,115,116
2026/09/11,FV     ,^f,202609  ,1,74,101,78,105,116
2026/09/11,FV     ,^f,999999  ,0,258,362,320,376,377
2026/09/11,FV     ,^f,999999  ,1,107,362,136,366,377
2026/09/11,FW     ,ͰTf,202609  ,0,476,1032,594,1058,1063
2026/09/11,FW     ,ͰTf,202609  ,1,331,1032,372,1053,1063
2026/09/11,FW     ,ͰTf,999999  ,0,646,1335,796,1395,1410
2026/09/11,FW     ,ͰTf,999999  ,1,336,1335,403,1391,1410
2026/09/11,FY     ,xȴf,202609  ,0,234,416,322,426,426
2026/09/11,FY     ,xȴf,202609  ,1,234,408,285,414,426
2026/09/11,FY     ,xȴf,999999  ,0,480,848,695,867,872
2026/09/11,FY     ,xȴf,999999  ,1,480,840,637,851,872
2026/09/11,FZ     ,بqf,202609  ,0,3744,7462,4931,9022,10445
2026/09/11,FZ     ,بqf,202609  ,1,1926,7462,2225,9022,10445
2026/09/11,FZ     ,بqf,999999  ,0,4933,9808,6909,12741,15882
2026/09/11,FZ     ,بqf,999999  ,1,2880,9808,3537,12741,15882
2026/09/11,G2F    ,Id200f,202609  ,0,35,35,35,35,35
2026/09/11,G2F    ,Id200f,202609  ,1,19,3,19,3,35
2026/09/11,G2F    ,Id200f,999999  ,0,45,37,45,45,45
2026/09/11,G2F    ,Id200f,999999  ,1,29,0,29,3,45
2026/09/11,GA     ,pjf,202609  ,0,56,73,77,87,87
2026/09/11,GA     ,pjf,202609  ,1,46,73,55,87,87
2026/09/11,GA     ,pjf,999999  ,0,170,202,202,223,224
2026/09/11,GA     ,pjf,999999  ,1,146,202,166,223,224
2026/09/11,GC     ,EǴf,202609  ,0,216,785,322,883,916
2026/09/11,GC     ,EǴf,202609  ,1,56,785,85,883,916
2026/09/11,GC     ,EǴf,999999  ,0,259,957,395,1137,1205
2026/09/11,GC     ,EǴf,999999  ,1,56,957,114,1137,1205
2026/09/11,GDF    ,f,202610  ,0,185,287,252,287,287
2026/09/11,GDF    ,f,202610  ,1,0,100,0,100,287
2026/09/11,GDF    ,f,999999  ,0,204,333,284,335,335
2026/09/11,GDF    ,f,999999  ,1,0,146,0,146,335
2026/09/11,GH     ,޹Ŵf,202609  ,0,1191,1848,1506,2067,2086
2026/09/11,GH     ,޹Ŵf,202609  ,1,929,1848,1027,2067,2086
2026/09/11,GH     ,޹Ŵf,999999  ,0,1337,2671,1782,2921,2948
2026/09/11,GH     ,޹Ŵf,999999  ,1,1037,2671,1242,2921,2948
2026/09/11,GI     ,LPf,202609  ,0,273,1061,406,1131,1149
2026/09/11,GI     ,LPf,202609  ,1,174,1061,228,1127,1149
2026/09/11,GI     ,LPf,999999  ,0,342,1668,575,1772,1809
2026/09/11,GI     ,LPf,999999  ,1,284,1668,467,1772,1809
2026/09/11,GJ     ,Rf,202609  ,0,295,219,357,342,429
2026/09/11,GJ     ,Rf,202609  ,1,270,142,297,217,429
2026/09/11,GJ     ,Rf,999999  ,0,401,270,571,422,714
2026/09/11,GJ     ,Rf,999999  ,1,401,118,545,244,714
2026/09/11,GK     ,sf,202609  ,0,77,166,107,170,170
2026/09/11,GK     ,sf,202609  ,1,62,164,76,165,170
2026/09/11,GK     ,sf,999999  ,0,126,352,185,361,364
2026/09/11,GK     ,sf,999999  ,1,106,352,129,357,364
2026/09/11,GL     ,Qf,202609  ,0,212,307,256,318,319
2026/09/11,GL     ,Qf,202609  ,1,0,307,36,314,319
2026/09/11,GL     ,Qf,999999  ,0,230,350,280,376,381
2026/09/11,GL     ,Qf,999999  ,1,0,350,30,374,381
2026/09/11,GM     ,f,202609  ,0,73,87,94,102,105
2026/09/11,GM     ,f,202609  ,1,32,87,37,102,105
2026/09/11,GM     ,f,999999  ,0,91,102,114,123,129
2026/09/11,GM     ,f,999999  ,1,32,102,35,123,129
2026/09/11,GN     ,⶧f,202609  ,0,79,92,92,123,135
2026/09/11,GN     ,⶧f,202609  ,1,70,92,72,113,135
2026/09/11,GN     ,⶧f,999999  ,0,81,104,98,135,151
2026/09/11,GN     ,⶧f,999999  ,1,70,104,70,125,151
2026/09/11,GO     ,~f,202609  ,0,46,87,74,118,140
2026/09/11,GO     ,~f,202609  ,1,10,87,21,118,140
2026/09/11,GO     ,~f,999999  ,0,59,101,95,141,177
2026/09/11,GO     ,~f,999999  ,1,20,101,20,141,177
2026/09/11,GR     ,ʤqlf,202609  ,0,833,2845,1336,2971,3378
2026/09/11,GR     ,ʤqlf,202609  ,1,513,2845,896,2971,3378
2026/09/11,GR     ,ʤqlf,999999  ,0,1430,4175,2183,4739,4956
2026/09/11,GR     ,ʤqlf,999999  ,1,1230,4175,1743,4639,4956
2026/09/11,GTF    ,dRf,202609  ,0,0,0,0,0,0
2026/09/11,GTF    ,dRf,202609  ,1,0,0,0,0,0
2026/09/11,GTF    ,dRf,999999  ,0,0,0,0,0,0
2026/09/11,GTF    ,dRf,999999  ,1,0,0,0,0,0
2026/09/11,GU     ,sf,202609  ,0,885,1320,1126,1850,2159
